Id,SalePrice
1754,198090
1755,167402
1756,119236
1757,122377
1758,151583
1759,159884
1760,162644
1761,150111
1762,171501
1763,168242
1764,124741
1765,183440
1766,170293
1767,209271
1768,144475
1769,167043
1770,148851
1771,138690
1772,145344
1773,141038
1774,149524
1775,134079
1776,124269
1777,118891
1778,131647
1779,125840
1780,176882
1781,132258
1782,107105
1783,139651
1784,114512
1785,121769
1786,160102
1787,174932
1788,85695
1789,103634
1790,103409
1791,178932
1792,154954
1793,146830
1794,139826
1795,138277
1796,133238
1797,117356
1798,131784
1799,117204
1800,131429
1801,135506
1802,140688
1803,154618
1804,145852
1805,141423
1806,125065
1807,145134
1808,128346
1809,137939
1810,146700
1811,127851
1812,112902
1813,125245
1814,103993
1815,75780
1816,108668
1817,148927
1818,152499
1819,126524
1820,94936
1821,127627
1822,146456
1823,73847
1824,135033
1825,141910
1826,116155
1827,114943
1828,135114
1829,115118
1830,141396
1831,153563
1832,127768
1833,142701
1834,138364
1835,154067
1836,135452
1837,109194
1838,132315
1839,101446
1840,162234
1841,147279
1842,100338
1843,144911
1844,135857
1845,148174
1846,153961
1847,155738
1848,79808
1849,132002
1850,129020
1851,155228
1852,127193
1853,146879
1854,172700
1855,162235
1856,222330
1857,182696
1858,148025
1859,133830
1860,154091
1861,133337
1862,255781
1863,249481
1864,250113
1865,328146
1866,328632
1867,236820
1868,306808
1869,202962
1870,239237
1871,251748
1872,181222
1873,226816
1874,147600
1875,204390
1876,191252
1877,211325
1878,214849
1879,138934
1880,137724
1881,250417
1882,257533
1883,202279
1884,216673
1885,252520
1886,297173
1887,208352
1888,269984
1889,178400
1890,134553
1891,139291
1892,113443
1893,139840
1894,137609
1895,147458
1896,127485
1897,128685
1898,124819
1899,142047
1900,143818
1901,165727
1902,142770
1903,191789
1904,142013
1905,180611
1906,153967
1907,188995
1908,118565
1909,135150
1910,127919
1911,191489
1912,271898
1913,158209
1914,81286
1915,329481
1916,85363
1917,247846
1918,143272
1919,159124
1920,173556
1921,398796
1922,312445
1923,196607
1924,233640
1925,225014
1926,369854
1927,140670
1928,158784
1929,126083
1930,138240
1931,144904
1932,148880
1933,188120
1934,178366
1935,176687
1936,186348
1937,183710
1938,181681
1939,241127
1940,202884
1941,179249
1942,188334
1943,215162
1944,307381
1945,361546
1946,169209
1947,306219
1948,165944
1949,246240
1950,181191
1951,253573
1952,229546
1953,168471
1954,192678
1955,138601
1956,276394
1957,163277
1958,299875
1959,146460
1960,121830
1961,124522
1962,99031
1963,104536
1964,118555
1965,150120
1966,142898
1967,294264
1968,382540
1969,377019
1970,381777
1971,362400
1972,341553
1973,277147
1974,310963
1975,438711
1976,279428
1977,326721
1978,322185
1979,317548
1980,196154
1981,337443
1982,230286
1983,222513
1984,173027
1985,213643
1986,212903
1987,186168
1988,182714
1989,195103
1990,220556
1991,214513
1992,213961
1993,178302
1994,240673
1995,183562
1996,258419
1997,297911
1998,336014
1999,253680
2000,288712
2001,279133
2002,235812
2003,249766
2004,272369
2005,222874
2006,226552
2007,250178
2008,205902
2009,198989
2010,201149
2011,149898
2012,181778
2013,187880
2014,194703
2015,202652
2016,197494
2017,204151
2018,131485
2019,135020
2020,122345
2021,120266
2022,174902
2023,151844
2024,243025
2025,314440
2026,183593
2027,159046
2028,159064
2029,174738
2030,266004
2031,229956
2032,255112
2033,253896
2034,167133
2035,207315
2036,186926
2037,194698
2038,290570
2039,212089
2040,273981
2041,252730
2042,204618
2043,167149
2044,169088
2045,211021
2046,147062
2047,154665
2048,134120
2049,146187
2050,179014
2051,119386
2052,136632
2053,144411
2054,102508
2055,165937
2056,139152
2057,129248
2058,218745
2059,139523
2060,162989
2061,168321
2062,140674
2063,119457
2064,136128
2065,125990
2066,169335
2067,139448
2068,146694
2069,90425
2070,112091
2071,109883
2072,133436
2073,140001
2074,173493
2075,148949
2076,119267
2077,147660
2078,133859
2079,131449
2080,119695
2081,128371
2082,140420
2083,141138
2084,116082
2085,135663
2086,134449
2087,125757
2088,118886
2089,101127
2090,131534
2091,132105
2092,133184
2093,144344
2094,132427
2095,141708
2096,95585
2097,108382
2098,142932
2099,79373
2100,125938
2101,130550
2102,140916
2103,114402
2104,140480
2105,141553
2106,87683
2107,197209
2108,121892
2109,116646
2110,130025
2111,153052
2112,139858
2113,121138
2114,120344
2115,149198
2116,117255
2117,147198
2118,127254
2119,113779
2120,124301
2121,116973
2122,114078
2123,108614
2124,163930
2125,140885
2126,153067
2127,149982
2128,140348
2129,114344
2130,141848
2131,153172
2132,124183
2133,120570
2134,129587
2135,111694
2136,103020
2137,123298
2138,140694
2139,153942
2140,136889
2141,138649
2142,137132
2143,146946
2144,130434
2145,137625
2146,156973
2147,169740
2148,130779
2149,139373
2150,214775
2151,131156
2152,181377
2153,163017
2154,116095
2155,140080
2156,246996
2157,233663
2158,235190
2159,211260
2160,180974
2161,245101
2162,386003
2163,349764
2164,249726
2165,179372
2166,145564
2167,207109
2168,207116
2169,201133
2170,218364
2171,146783
2172,136663
2173,154331
2174,236017
2175,284277
2176,324392
2177,249782
2178,220157
2179,145114
2180,218722
2181,194233
2182,225155
2183,198821
2184,139267
2185,130763
2186,141423
2187,150131
2188,155798
2189,193168
2190,100783
2191,103125
2192,98553
2193,109413
2194,108617
2195,122328
2196,119121
2197,120690
2198,152690
2199,169791
2200,146111
2201,136774
2202,187070
2203,159554
2204,177907
2205,127299
2206,138119
2207,204029
2208,214767
2209,188598
2210,121073
2211,117332
2212,115457
2213,110340
2214,150977
2215,107477
2216,146633
2217,92190
2218,97837
2219,88011
2220,99684
2221,331828
2222,263440
2223,267713
2224,215425
2225,149950
2226,194827
2227,205767
2228,279063
2229,238479
2230,165249
2231,215852
2232,181544
2233,192139
2234,242253
2235,223195
2236,269665
2237,350504
2238,204396
2239,135422
2240,159826
2241,146934
2242,138165
2243,134621
2244,105160
2245,106710
2246,147494
2247,113597
2248,124826
2249,132183
2250,140745
2251,145542
2252,174854
2253,164385
2254,180039
2255,191776
2256,185633
2257,200171
2258,171967
2259,179423
2260,155813
2261,192758
2262,219654
2263,321777
2264,376066
2265,167511
2266,272138
2267,372483
2268,350965
2269,160048
2270,191329
2271,223737
2272,199739
2273,167859
2274,170045
2275,165361
2276,182545
2277,187789
2278,146282
2279,130664
2280,121672
2281,183329
2282,192308
2283,105857
2284,116002
2285,143171
2286,129973
2287,331669
2288,270428
2289,356255
2290,397234
2291,305945
2292,398939
2293,427167
2294,337721
2295,412123
2296,271638
2297,315290
2298,317944
2299,317579
2300,314194
2301,293860
2302,242591
2303,239916
2304,243074
2305,187486
2306,187914
2307,193588
2308,221035
2309,278283
2310,227097
2311,198195
2312,184785
2313,182519
2314,182834
2315,182487
2316,193439
2317,184502
2318,183672
2319,179763
2320,183861
2321,240791
2322,178525
2323,183949
2324,181520
2325,213907
2326,179043
2327,210433
2328,223577
2329,183529
2330,179157
2331,330833
2332,318692
2333,305298
2334,261905
2335,263205
2336,316372
2337,206795
2338,275447
2339,230581
2340,381341
2341,215426
2342,223993
2343,222370
2344,227434
2345,239397
2346,217930
2347,197493
2348,232800
2349,184550
2350,286092
2351,262848
2352,247665
2353,260715
2354,139450
2355,160216
2356,153201
2357,198240
2358,204639
2359,130389
2360,125465
2361,139441
2362,267308
2363,140713
2364,153251
2365,214749
2366,197738
2367,220771
2368,205990
2369,220722
2370,172084
2371,174148
2372,189611
2373,259126
2374,294847
2375,226181
2376,268636
2377,323833
2378,142669
2379,195049
2380,148488
2381,159164
2382,185378
2383,202181
2384,242423
2385,158249
2386,143245
2387,137476
2388,115797
2389,131073
2390,142114
2391,136192
2392,119823
2393,159565
2394,148894
2395,190889
2396,148949
2397,201049
2398,130375
2399,73460
2400,81564
2401,118317
2402,137939
2403,144447
2404,145995
2405,158261
2406,137646
2407,128072
2408,137546
2409,139715
2410,161983
2411,127850
2412,151662
2413,138835
2414,131795
2415,138955
2416,125144
2417,131800
2418,129016
2419,138667
2420,132790
2421,149280
2422,127235
2423,150097
2424,150794
2425,186062
2426,137934
2427,145118
2428,170052
2429,122473
2430,134175
2431,121035
2432,139024
2433,143876
2434,142615
2435,152571
2436,117092
2437,115165
2438,131700
2439,118954
2440,121082
2441,106745
2442,112491
2443,119007
2444,130125
2445,98555
2446,139360
2447,210322
2448,147635
2449,117386
2450,145968
2451,134965
2452,195510
2453,105502
2454,139045
2455,115844
2456,133300
2457,123476
2458,128592
2459,112995
2460,133452
2461,123622
2462,134560
2463,122418
2464,162830
2465,133786
2466,122304
2467,151831
2468,103640
2469,99268
2470,177225
2471,183150
2472,161120
2473,126649
2474,120193
2475,205524
2476,114765
2477,136159
2478,155445
2479,125330
2480,154812
2481,133753
2482,134980
2483,123057
2484,129291
2485,130258
2486,149880
2487,177957
2488,149516
2489,154417
2490,149507
2491,97902
2492,178581
2493,146110
2494,157631
2495,104182
2496,211027
2497,152028
2498,121793
2499,107978
2500,139543
2501,135604
2502,140649
2503,115771
2504,189699
2505,217930
2506,262065
2507,298920
2508,255500
2509,222472
2510,230846
2511,188323
2512,218431
2513,219023
2514,232985
2515,152509
2516,174019
2517,138687
2518,150855
2519,226930
2520,210909
2521,201390
2522,218591
2523,138284
2524,135954
2525,146374
2526,134741
2527,121315
2528,132001
2529,128942
2530,120896
2531,249784
2532,223212
2533,203295
2534,235046
2535,280378
2536,232455
2537,229005
2538,188114
2539,189188
2540,182996
2541,186501
2542,176371
2543,145834
2544,127144
2545,136744
2546,140060
2547,135509
2548,160024
2549,165638
2550,485047
2551,143901
2552,126631
2553,102124
2554,118256
2555,120176
2556,109811
2557,118372
2558,153945
2559,136204
2560,137947
2561,140156
2562,134664
2563,149316
2564,174802
2565,135912
2566,154060
2567,134414
2568,183394
2569,191661
2570,121147
2571,193957
2572,172205
2573,208853
2574,256433
2575,123246
2576,143248
2577,157771
2578,100618
2579,96738
2580,144474
2581,133810
2582,116718
2583,271738
2584,161470
2585,192968
2586,212525
2587,196141
2588,144149
2589,147864
2590,223480
2591,191090
2592,218612
2593,252532
2594,172554
2595,202790
2596,323755
2597,199778
2598,260662
2599,324681
2600,148529
2601,148272
2602,92605
2603,107960
2604,97128
2605,93698
2606,154185
2607,184467
2608,188000
2609,159037
2610,116362
2611,151602
2612,153384
2613,129981
2614,129176
2615,149448
2616,144393
2617,172254
2618,196915
2619,198645
2620,179411
2621,186814
2622,190256
2623,246448
2624,274916
2625,274429
2626,168850
2627,173011
2628,347346
2629,352823
2630,319124
2631,386169
2632,328512
2633,291561
2634,372785
2635,153268
2636,187054
2637,187379
2638,253802
2639,183019
2640,156261
2641,113095
2642,200595
2643,110656
2644,140446
2645,105533
2646,97031
2647,105369
2648,139742
2649,140857
2650,143972
2651,150136
2652,394086
2653,257697
2654,265861
2655,373944
2656,300422
2657,336922
2658,283453
2659,290115
2660,315303
2661,341864
2662,360550
2663,270758
2664,272580
2665,314496
2666,280998
2667,177186
2668,189672
2669,183842
2670,277709
2671,189531
2672,184504
2673,204041
2674,196464
2675,175259
2676,192409
2677,202256
2678,256774
2679,271429
2680,269189
2681,346679
2682,308419
2683,365627
2684,301357
2685,310976
2686,260530
2687,316453
2688,226842
2689,211976
2690,410392
2691,196900
2692,142112
2693,203007
2694,145225
2695,197113
2696,190197
2697,200032
2698,204592
2699,188727
2700,175821
2701,168634
2702,125923
2703,141012
2704,139485
2705,130200
2706,123160
2707,128724
2708,137382
2709,120876
2710,132832
2711,269536
2712,330619
2713,174966
2714,154809
2715,174026
2716,162948
2717,197210
2718,229255
2719,157550
2720,165122
2721,143587
2722,158125
2723,149424
2724,136605
2725,139166
2726,150817
2727,175374
2728,163092
2729,153077
2730,144843
2731,122031
2732,121860
2733,158900
2734,152620
2735,137357
2736,148949
2737,127957
2738,143594
2739,159816
2740,137561
2741,148513
2742,153241
2743,147651
2744,148815
2745,139743
2746,135092
2747,150421
2748,124576
2749,133574
2750,139087
2751,134426
2752,212312
2753,150675
2754,198789
2755,128116
2756,106320
2757,90161
2758,103624
2759,153457
2760,143234
2761,147435
2762,145184
2763,178595
2764,163862
2765,234363
2766,140155
2767,98351
2768,135546
2769,133945
2770,147418
2771,124100
2772,128484
2773,177354
2774,138184
2775,134058
2776,137069
2777,144898
2778,120627
2779,157270
2780,108396
2781,107860
2782,105976
2783,117598
2784,126306
2785,142425
2786,91776
2787,115447
2788,94688
2789,174628
2790,108590
2791,125798
2792,88123
2793,171986
2794,111734
2795,122052
2796,106995
2797,183259
2798,122732
2799,129964
2800,88278
2801,114500
2802,135296
2803,164430
2804,146711
2805,103816
2806,99898
2807,152323
2808,149514
2809,135123
2810,139342
2811,161300
2812,142979
2813,164968
2814,164904
2815,110707
2816,236358
2817,154574
2818,133481
2819,175985
2820,146443
2821,118164
2822,179851
2823,218708
2824,179909
2825,150927
2826,135702
2827,142774
2828,240770
2829,194807
2830,234242
2831,190377
2832,241011
2833,299988
2834,221985
2835,221420
2836,201419
2837,164848
2838,147955
2839,187146
2840,192184
2841,205551
2842,225028
2843,148802
2844,146468
2845,122676
2846,211670
2847,196259
2848,219808
2849,210976
2850,274408
2851,233621
2852,220130
2853,238317
2854,140177
2855,206132
2856,212173
2857,192723
2858,203844
2859,145350
2860,133697
2861,140789
2862,201689
2863,131350
2864,257493
2865,141275
2866,142487
2867,109393
2868,121736
2869,130821
2870,149436
2871,112625
2872,75105
2873,115351
2874,145901
2875,124426
2876,161463
2877,150433
2878,167457
2879,144344
2880,107935
2881,158482
2882,162813
2883,179035
2884,187352
2885,173674
2886,195955
2887,107619
2888,123382
2889,79837
2890,100607
2891,147420
2892,79233
2893,118271
2894,82268
2895,306407
2896,281555
2897,199533
2898,153326
2899,221193
2900,158264
2901,198976
2902,191831
2903,330047
2904,341243
2905,127020
2906,199148
2907,123298
2908,126566
2909,149793
2910,94869
2911,92151
2912,149941
2913,95424
2914,93357
2915,94820
2916,97317
2917,158466
2918,126680
2919,223756
